,review_tombstone_id,review_url,picker_index,title,score,best_new_music,best_new_reissue
42,/reviews/albums/16761-tropicalbacanal/-0,/reviews/albums/16761-tropicalbacanal/,0,Tropicalbacanal,6.0,0.0,0.0
43,/reviews/albums/pavel-milyakov-buttechno-la-maison-de-la-mortminimal-cuts-ep/-0,/reviews/albums/pavel-milyakov-buttechno-la-maison-de-la-mortminimal-cuts-ep/,0,La Maison de la Mort,7.4,0.0,0.0
44,/reviews/albums/pavel-milyakov-buttechno-la-maison-de-la-mortminimal-cuts-ep/-1,/reviews/albums/pavel-milyakov-buttechno-la-maison-de-la-mortminimal-cuts-ep/,1,Minimal Cuts EP,7.5,0.0,0.0
45,/reviews/albums/17762-clinic-free-reign-ii/-0,/reviews/albums/17762-clinic-free-reign-ii/,0,Free Reign II,8.0,0.0,0.0
46,/reviews/albums/21947-faraway-reach/-0,/reviews/albums/21947-faraway-reach/,0,Faraway Reach,7.7,0.0,0.0
47,/reviews/albums/4344-five-pillars-of-soul/-0,/reviews/albums/4344-five-pillars-of-soul/,0,Five Pillars of Soul,7.6,0.0,
48,/reviews/albums/2-chainz-rap-or-go-to-the-league/-0,/reviews/albums/2-chainz-rap-or-go-to-the-league/,0,Rap or Go to the League,7.6,0.0,0.0
49,/reviews/albums/12998-primary-colours/-0,/reviews/albums/12998-primary-colours/,0,Primary Colours,7.6,0.0,0.0
50,/reviews/albums/19891-ex-hex-rips/-0,/reviews/albums/19891-ex-hex-rips/,0,Rips,8.4,1.0,0.0
51,/reviews/albums/13956-fabric-50/-0,/reviews/albums/13956-fabric-50/,0,Fabric 50,6.8,0.0,0.0
52,/reviews/albums/2233-plans/-0,/reviews/albums/2233-plans/,0,Plans,6.5,0.0,
53,/reviews/albums/polo-g-the-goat/-0,/reviews/albums/polo-g-the-goat/,0,The Goat,7.7,0.0,0.0
54,/reviews/albums/22730-dear-nora-mountain-rock/-0,/reviews/albums/22730-dear-nora-mountain-rock/,0,Mountain Rock,8.3,0.0,1.0
55,/reviews/albums/9652-beast-moans/-0,/reviews/albums/9652-beast-moans/,0,Beast Moans,8.1,0.0,
56,/reviews/albums/8121-it-all-has-to-do-with-it/-0,/reviews/albums/8121-it-all-has-to-do-with-it/,0,It All Has to Do with It,4.1,,
57,/reviews/albums/ichiko-aoba-windswept-adan/-0,/reviews/albums/ichiko-aoba-windswept-adan/,0,Windswept Adan,8.0,0.0,0.0
58,/reviews/albums/18645-pearl-jam-lightning-bolt/-0,/reviews/albums/18645-pearl-jam-lightning-bolt/,0,Lightning Bolt,5.0,0.0,0.0
59,/reviews/albums/la-femme-paradigmes/-0,/reviews/albums/la-femme-paradigmes/,0,Paradigmes,6.9,0.0,0.0
60,/reviews/albums/dam-funk-above-the-fray/-0,/reviews/albums/dam-funk-above-the-fray/,0,Above the Fray,7.7,0.0,0.0
61,/reviews/albums/13754-score-the-remixes-the-merge-records-companion/-0,/reviews/albums/13754-score-the-remixes-the-merge-records-companion/,0,Score! The Remixes!,6.3,0.0,0.0
62,/reviews/albums/13303-alien-in-a-garbage-dump/-0,/reviews/albums/13303-alien-in-a-garbage-dump/,0,Alien in a Garbage Dump,7.2,0.0,0.0
63,/reviews/albums/13658-greatest-hits/-0,/reviews/albums/13658-greatest-hits/,0,Greatest Hits,7.0,0.0,0.0
64,/reviews/albums/18344-helen-marnie-crystal-world/-0,/reviews/albums/18344-helen-marnie-crystal-world/,0,Crystal World,6.3,0.0,0.0
65,/reviews/albums/16964-the-seer/-0,/reviews/albums/16964-the-seer/,0,The Seer,9.0,1.0,0.0
66,/reviews/albums/21949-ere-gobez/-0,/reviews/albums/21949-ere-gobez/,0,Ere Gobez,8.1,0.0,0.0
67,/reviews/albums/10977-level-live-wires/-0,/reviews/albums/10977-level-live-wires/,0,Level Live Wires,7.0,0.0,
68,/reviews/albums/venetian-snares-daniel-lanois-venetian-snares-x-daniel-lanois/-0,/reviews/albums/venetian-snares-daniel-lanois-venetian-snares-x-daniel-lanois/,0,Venetian Snares x Daniel Lanois,6.9,0.0,0.0
69,/reviews/albums/sudan-archives-athena/-0,/reviews/albums/sudan-archives-athena/,0,Athena,7.7,0.0,0.0
70,/reviews/albums/19427-the-fresh-onlys-house-of-spirits/-0,/reviews/albums/19427-the-fresh-onlys-house-of-spirits/,0,House of Spirits,7.0,0.0,0.0
71,/reviews/albums/10148-the-shaky-hands/-0,/reviews/albums/10148-the-shaky-hands/,0,The Shaky Hands,6.9,0.0,
72,/reviews/albums/8331-faith-in-the-future/-0,/reviews/albums/8331-faith-in-the-future/,0,Faith in the Future,6.3,,
73,/reviews/albums/14170-a-balloon-called-moaning/-0,/reviews/albums/14170-a-balloon-called-moaning/,0,A Balloon Called Moaning,6.7,0.0,0.0
74,/reviews/albums/2431-lost-sides/-0,/reviews/albums/2431-lost-sides/,0,Lost Sides,6.0,0.0,
75,/reviews/albums/4601-may-23rd-2007/-0,/reviews/albums/4601-may-23rd-2007/,0,May 23rd 2007,8.2,0.0,
76,/reviews/albums/4006-how-to-prosper-in-the-coming-bad-years/-0,/reviews/albums/4006-how-to-prosper-in-the-coming-bad-years/,0,How to Prosper in the Coming Bad Years,8.1,0.0,
77,/reviews/albums/18227-slum-village-evolution/-0,/reviews/albums/18227-slum-village-evolution/,0,Evolution,5.5,0.0,0.0
78,/reviews/albums/kim-gordon-no-home-record/-0,/reviews/albums/kim-gordon-no-home-record/,0,No Home Record,8.4,1.0,0.0
79,/reviews/albums/18057-kylesa-ultraviolet/-0,/reviews/albums/18057-kylesa-ultraviolet/,0,Ultraviolet,7.0,0.0,0.0
80,/reviews/albums/chief-keef-dedication/-0,/reviews/albums/chief-keef-dedication/,0,Dedication,7.4,0.0,0.0
81,/reviews/albums/mitski-be-the-cowboy/-0,/reviews/albums/mitski-be-the-cowboy/,0,Be the Cowboy,8.8,1.0,0.0
82,/reviews/albums/6581-the-fire-in-our-throats-will-beckon-the-thaw/-0,/reviews/albums/6581-the-fire-in-our-throats-will-beckon-the-thaw/,0,The Fire in Our Throats Will Beckon the Thaw,7.0,0.0,
83,/reviews/albums/2989-delirivm-cordia/-0,/reviews/albums/2989-delirivm-cordia/,0,Delìrivm Cordìa,5.9,0.0,
84,/reviews/albums/4158-gods-and-monsters/-0,/reviews/albums/4158-gods-and-monsters/,0,Gods and Monsters,6.0,0.0,
85,/reviews/albums/rostam-changephobia/-0,/reviews/albums/rostam-changephobia/,0,Changephobia,7.2,0.0,0.0
86,/reviews/albums/sun-ra-sun-ra-plays-gershwin/-0,/reviews/albums/sun-ra-sun-ra-plays-gershwin/,0,Sun Ra Plays Gershwin,6.6,0.0,0.0
87,/reviews/albums/2535-slaves-graves-and-ballads/-0,/reviews/albums/2535-slaves-graves-and-ballads/,0,Slaves' Graves and Ballads,8.1,0.0,
88,/reviews/albums/19968-run-the-jewels-run-the-jewels-2/-0,/reviews/albums/19968-run-the-jewels-run-the-jewels-2/,0,Run the Jewels 2,9.0,1.0,0.0
89,/reviews/albums/20149-joey/-0,/reviews/albums/20149-joey/,0,Joey,7.0,0.0,0.0
90,/reviews/albums/16857-liquid-swords-chess-box-deluxe-edition/-0,/reviews/albums/16857-liquid-swords-chess-box-deluxe-edition/,0,Liquid Swords: Chess Box Deluxe Edition,10.0,0.0,1.0
91,/reviews/albums/16793-music-for-the-quiet-hour-the-drawbar-eps/-0,/reviews/albums/16793-music-for-the-quiet-hour-the-drawbar-eps/,0,Music For the Quiet Hour,8.0,0.0,0.0
92,/reviews/albums/16793-music-for-the-quiet-hour-the-drawbar-eps/-1,/reviews/albums/16793-music-for-the-quiet-hour-the-drawbar-eps/,1,The Drawbar Organ EPs,7.4,0.0,0.0
93,/reviews/albums/17954-chk-chk-chk-thriller/-0,/reviews/albums/17954-chk-chk-chk-thriller/,0,Thr!!!er,6.0,0.0,0.0
94,/reviews/albums/6692-out-of-the-races-and-onto-the-tracks-ep/-0,/reviews/albums/6692-out-of-the-races-and-onto-the-tracks-ep/,0,Out of the Races and Onto the Tracks EP,7.3,,
95,/reviews/albums/3390-return-the-gift/-0,/reviews/albums/3390-return-the-gift/,0,Return the Gift,6.0,0.0,
96,/reviews/albums/lapalux-ruinism/-0,/reviews/albums/lapalux-ruinism/,0,Ruinism,7.2,0.0,0.0
97,/reviews/albums/18483-fort-romeau-stay-true-ep/-0,/reviews/albums/18483-fort-romeau-stay-true-ep/,0,Stay / True EP,6.7,0.0,0.0
98,/reviews/albums/1337-pocket-symphonies-for-lonesome-subway-cars/-0,/reviews/albums/1337-pocket-symphonies-for-lonesome-subway-cars/,0,Pocket Symphonies for Lonesome Subway Cars,6.5,,
99,/reviews/albums/12292-lost-wisdom/-0,/reviews/albums/12292-lost-wisdom/,0,Lost Wisdom,8.3,1.0,
100,/reviews/albums/4002-1-2-3/-0,/reviews/albums/4002-1-2-3/,0,1-2-3,6.1,0.0,
101,/reviews/albums/14597-surfing-the-void/-0,/reviews/albums/14597-surfing-the-void/,0,Surfing the Void,7.2,0.0,0.0
102,/reviews/albums/9570-micah-p-hinson-and-the-opera-circuit/-0,/reviews/albums/9570-micah-p-hinson-and-the-opera-circuit/,0,Micah P. Hinson and the Opera Circuit,7.4,0.0,
103,/reviews/albums/18941-marissa-nadler-july/-0,/reviews/albums/18941-marissa-nadler-july/,0,July,8.1,0.0,0.0
104,/reviews/albums/rosie-lowe-yu/-0,/reviews/albums/rosie-lowe-yu/,0,YU,7.1,0.0,0.0
105,/reviews/albums/2362-river-walk-riots/-0,/reviews/albums/2362-river-walk-riots/,0,River Walk Riots,7.0,,
106,/reviews/albums/13993-the-big-to-do/-0,/reviews/albums/13993-the-big-to-do/,0,The Big To-Do,7.4,0.0,0.0
107,/reviews/albums/maya-hawke-blush/-0,/reviews/albums/maya-hawke-blush/,0,Blush,6.8,0.0,0.0
108,/reviews/albums/14379-go-common-classics/-0,/reviews/albums/14379-go-common-classics/,0,Go! Common Classics,4.5,0.0,0.0
109,/reviews/albums/kipp-stone-faygo-baby-ep/-0,/reviews/albums/kipp-stone-faygo-baby-ep/,0,Faygo Baby EP,7.1,0.0,0.0
110,/reviews/albums/20337-trap-genius/-0,/reviews/albums/20337-trap-genius/,0,Trap Genius,7.1,0.0,0.0
111,/reviews/albums/14950-red-barked-tree/-0,/reviews/albums/14950-red-barked-tree/,0,Red Barked Tree,8.0,0.0,0.0
112,/reviews/albums/182-worlds-apart/-0,/reviews/albums/182-worlds-apart/,0,Worlds Apart,4.0,0.0,
113,/reviews/albums/22054-different-class/-0,/reviews/albums/22054-different-class/,0,Different Class,9.3,0.0,0.0
114,/reviews/albums/2917-the-evens/-0,/reviews/albums/2917-the-evens/,0,The Evens,8.0,0.0,
115,/reviews/albums/14884-its-what-im-thinking-part-one-photographing-snowflakes/-0,/reviews/albums/14884-its-what-im-thinking-part-one-photographing-snowflakes/,0,It's What I'm Thinking (Part One: Photographing Snowflakes),6.5,0.0,0.0
116,/reviews/albums/21108-garden-of-delete/-0,/reviews/albums/21108-garden-of-delete/,0,Garden of Delete,8.7,1.0,0.0
117,/reviews/albums/10915-collected-works/-0,/reviews/albums/10915-collected-works/,0,Collected Works,7.8,0.0,
118,/reviews/albums/james-mcmurtry-the-horses-and-the-hounds/-0,/reviews/albums/james-mcmurtry-the-horses-and-the-hounds/,0,The Horses and the Hounds,8.0,0.0,0.0
119,/reviews/albums/13054-ice-capped-at-both-ends/-0,/reviews/albums/13054-ice-capped-at-both-ends/,0,Ice Capped at Both Ends,6.2,0.0,0.0
120,/reviews/albums/2189-curling-pond-woods/-0,/reviews/albums/2189-curling-pond-woods/,0,Curling Pond Woods,7.8,0.0,
121,/reviews/albums/19030-hands-the-soul-is-quick/-0,/reviews/albums/19030-hands-the-soul-is-quick/,0,The Soul Is Quick,6.8,0.0,0.0
122,/reviews/albums/17788-the-strokes-comedown-machine/-0,/reviews/albums/17788-the-strokes-comedown-machine/,0,Comedown Machine,6.1,0.0,0.0
123,/reviews/albums/9715-sing-the-greys/-0,/reviews/albums/9715-sing-the-greys/,0,Sing the Greys,7.5,0.0,
124,/reviews/albums/19683-foxes-in-fiction-ontario-gothic/-0,/reviews/albums/19683-foxes-in-fiction-ontario-gothic/,0,Ontario Gothic,6.3,0.0,0.0
125,/reviews/albums/12814-heavy-ghost/-0,/reviews/albums/12814-heavy-ghost/,0,Heavy Ghost,7.6,0.0,0.0
126,/reviews/albums/13558-broken/-0,/reviews/albums/13558-broken/,0,Broken,6.3,0.0,0.0
127,/reviews/albums/13051-wild-and-inside/-0,/reviews/albums/13051-wild-and-inside/,0,Wild and Inside,7.6,0.0,0.0
128,/reviews/albums/19450-sam-smith-in-the-lonely-hour/-0,/reviews/albums/19450-sam-smith-in-the-lonely-hour/,0,In the Lonely Hour,5.5,0.0,0.0
129,/reviews/albums/16502-europe/-0,/reviews/albums/16502-europe/,0,Europe,8.1,0.0,0.0
130,/reviews/albums/10512-space-ritual-collectors-edition/-0,/reviews/albums/10512-space-ritual-collectors-edition/,0,Space Ritual: Collector's Edition,8.6,0.0,
131,/reviews/albums/21888-spiritual-songs-for-lovers-to-sing/-0,/reviews/albums/21888-spiritual-songs-for-lovers-to-sing/,0,Spiritual Songs for Lovers to Sing,7.8,0.0,0.0
132,/reviews/albums/17472-silent-congas/-0,/reviews/albums/17472-silent-congas/,0,Silent Congas,5.8,0.0,0.0
133,/reviews/albums/6968-cmon-lets-pretend/-0,/reviews/albums/6968-cmon-lets-pretend/,0,C'mon Let's Pretend,6.8,0.0,
134,/reviews/albums/10398-sirens-of-the-ditch/-0,/reviews/albums/10398-sirens-of-the-ditch/,0,Sirens of the Ditch,7.4,0.0,
135,/reviews/albums/9130-fast-man-raider-man/-0,/reviews/albums/9130-fast-man-raider-man/,0,Fast Man Raider Man,6.4,0.0,
136,/reviews/albums/151-triste/-0,/reviews/albums/151-triste/,0,Triste,7.8,0.0,
137,/reviews/albums/22747-helices-ep/-0,/reviews/albums/22747-helices-ep/,0,Hélices EP,7.6,0.0,0.0
138,/reviews/albums/6614-the-sword-of-god/-0,/reviews/albums/6614-the-sword-of-god/,0,The Sword of God,6.0,,
139,/reviews/albums/209-tragic-epilogue/-0,/reviews/albums/209-tragic-epilogue/,0,Tragic Epilogue,6.5,,
140,/reviews/albums/7376-behind-the-music/-0,/reviews/albums/7376-behind-the-music/,0,Behind the Music,3.0,0.0,
141,/reviews/albums/11758-concentration-facehomeboy/-0,/reviews/albums/11758-concentration-facehomeboy/,0,Concentration Face / Homeboy,6.8,0.0,
142,/reviews/albums/9140-blood-sweat-towers/-0,/reviews/albums/9140-blood-sweat-towers/,0,"Blood, Sweat & Towers",1.5,0.0,
143,/reviews/albums/17781-low-the-invisible-way/-0,/reviews/albums/17781-low-the-invisible-way/,0,The Invisible Way,7.3,0.0,0.0
144,/reviews/albums/21344-black-market/-0,/reviews/albums/21344-black-market/,0,Black Market,7.0,0.0,0.0
145,/reviews/albums/18318-honey-ltd-the-complete-lhi-recordings/-0,/reviews/albums/18318-honey-ltd-the-complete-lhi-recordings/,0,The Complete LHI Recordings,5.9,0.0,0.0
146,/reviews/albums/sneaks-highway-hypnosis/-0,/reviews/albums/sneaks-highway-hypnosis/,0,Highway Hypnosis,5.5,0.0,0.0
147,/reviews/albums/16820-the-thought-adjusters/-0,/reviews/albums/16820-the-thought-adjusters/,0,The Thought Adjusters,7.3,0.0,0.0
148,/reviews/albums/2569-this-is-riphop/-0,/reviews/albums/2569-this-is-riphop/,0,This Is Riphop,8.8,0.0,
149,/reviews/albums/19999-royksopp-the-inevitable-end/-0,/reviews/albums/19999-royksopp-the-inevitable-end/,0,The Inevitable End,5.9,0.0,0.0
150,/reviews/albums/22088-black-bubblegum/-0,/reviews/albums/22088-black-bubblegum/,0,Black Bubblegum,7.0,0.0,0.0
151,/reviews/albums/12215-fingerpointing/-0,/reviews/albums/12215-fingerpointing/,0,Fingerpointing,6.0,0.0,
152,/reviews/albums/20401-cool-it/-0,/reviews/albums/20401-cool-it/,0,Cool It,6.1,0.0,0.0
153,/reviews/albums/11492-supreme-balloon/-0,/reviews/albums/11492-supreme-balloon/,0,Supreme Balloon,7.5,0.0,
154,/reviews/albums/10315-si-para-usted-the-funky-beats-of-revolutionary-cuba-volume-one/-0,/reviews/albums/10315-si-para-usted-the-funky-beats-of-revolutionary-cuba-volume-one/,0,"Si, Para Usted: The Funky Beats of Revolutionary Cuba, Volume One",8.2,0.0,
155,/reviews/albums/ducks-unlimited-get-bleak-ep/-0,/reviews/albums/ducks-unlimited-get-bleak-ep/,0,Get Bleak EP,7.0,0.0,0.0
156,/reviews/albums/22174-songs-in-the-key-of-life/-0,/reviews/albums/22174-songs-in-the-key-of-life/,0,Songs in the Key of Life,10.0,0.0,0.0
157,/reviews/albums/23042-the-awakening/-0,/reviews/albums/23042-the-awakening/,0,The Awakening,8.0,0.0,0.0
158,/reviews/albums/5920-city-lights-volume-15/-0,/reviews/albums/5920-city-lights-volume-15/,0,City Lights Volume 1.5,4.8,0.0,
159,/reviews/albums/ipek-gorgun-ecce-homo/-0,/reviews/albums/ipek-gorgun-ecce-homo/,0,Ecce Homo,7.5,0.0,0.0
160,/reviews/albums/12824-fabric-45/-0,/reviews/albums/12824-fabric-45/,0,Fabric 45,7.9,0.0,0.0
161,/reviews/albums/9629-robot/-0,/reviews/albums/9629-robot/,0,Robot,4.9,0.0,
162,/reviews/albums/roky-erickson-never-say-goodbye/-0,/reviews/albums/roky-erickson-never-say-goodbye/,0,Never Say Goodbye,9.0,0.0,0.0
163,/reviews/albums/10399-at-my-age/-0,/reviews/albums/10399-at-my-age/,0,At My Age,7.2,0.0,
164,/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-0,/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/,0,Let's Stay Together,8.7,0.0,1.0
165,/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-1,/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/,1,I'm Still In Love With You,9.4,0.0,1.0
166,/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-2,/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/,2,Greatest Hits,9.7,0.0,1.0
167,/reviews/albums/nine-inch-nails-ghosts-v-together-ghosts-vi-locusts/-0,/reviews/albums/nine-inch-nails-ghosts-v-together-ghosts-vi-locusts/,0,Ghosts V: Together,7.7,0.0,0.0
168,/reviews/albums/nine-inch-nails-ghosts-v-together-ghosts-vi-locusts/-1,/reviews/albums/nine-inch-nails-ghosts-v-together-ghosts-vi-locusts/,1,Ghosts VI: Locusts,6.7,0.0,0.0
169,/reviews/albums/13099-clean-hands-go-foul/-0,/reviews/albums/13099-clean-hands-go-foul/,0,Clean Hands Go Foul,7.6,0.0,0.0
170,/reviews/albums/sd-brian-fresco-muddbruddas/-0,/reviews/albums/sd-brian-fresco-muddbruddas/,0,Muddbruddas,6.9,0.0,0.0
171,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-0,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/,0,Brilliant Adventure (1992-2001),7.6,0.0,0.0
172,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-1,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/,1,Black Tie White Noise,6.8,0.0,0.0
173,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-2,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/,2,The Buddha of Suburbia,7.8,0.0,0.0
174,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-3,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/,3,1. Outside,8.2,0.0,0.0
175,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-4,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/,4,Earthling,8.5,0.0,0.0
176,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-5,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/,5,‘hours…’,6.2,0.0,0.0
177,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-6,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/,6,"BBC Radio Theatre, London, June 27, 2000",7.4,0.0,0.0
178,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-7,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/,7,Toy,6.5,0.0,0.0
179,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-8,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/,8,Re:Call 5,6.0,0.0,0.0
180,/reviews/albums/22717-forever/-0,/reviews/albums/22717-forever/,0,Forever,7.5,0.0,0.0
181,/reviews/albums/22923-in-between/-0,/reviews/albums/22923-in-between/,0,In Between,8.0,0.0,0.0
182,/reviews/albums/13576-wolfgang-amadeus-phoenix-remix-collection/-0,/reviews/albums/13576-wolfgang-amadeus-phoenix-remix-collection/,0,Wolfgang Amadeus Phoenix [Remix Collection],6.0,0.0,0.0
