,review_tombstone_id,release_year
39,/reviews/albums/19833-various-artists-master-mix-red-hot-arthur-russell/-0,2014
40,/reviews/albums/17605-october-falls-the-plague-of-a-coming-age/-0,2013
41,/reviews/albums/2558-demon-tracks/-0,2004
42,/reviews/albums/16761-tropicalbacanal/-0,2012
43,/reviews/albums/pavel-milyakov-buttechno-la-maison-de-la-mortminimal-cuts-ep/-0,2019
44,/reviews/albums/pavel-milyakov-buttechno-la-maison-de-la-mortminimal-cuts-ep/-1,2019
45,/reviews/albums/17762-clinic-free-reign-ii/-0,2013
46,/reviews/albums/21947-faraway-reach/-0,2016
47,/reviews/albums/4344-five-pillars-of-soul/-0,2004
48,/reviews/albums/2-chainz-rap-or-go-to-the-league/-0,2019
49,/reviews/albums/12998-primary-colours/-0,2009
50,/reviews/albums/19891-ex-hex-rips/-0,2014
51,/reviews/albums/13956-fabric-50/-0,2010
52,/reviews/albums/2233-plans/-0,2005
53,/reviews/albums/polo-g-the-goat/-0,2020
54,/reviews/albums/22730-dear-nora-mountain-rock/-0,2004
55,/reviews/albums/22730-dear-nora-mountain-rock/-0,2017
56,/reviews/albums/9652-beast-moans/-0,2006
57,/reviews/albums/ichiko-aoba-windswept-adan/-0,2021
58,/reviews/albums/18645-pearl-jam-lightning-bolt/-0,2013
59,/reviews/albums/la-femme-paradigmes/-0,2021
60,/reviews/albums/dam-funk-above-the-fray/-0,2021
61,/reviews/albums/13754-score-the-remixes-the-merge-records-companion/-0,2009
62,/reviews/albums/13303-alien-in-a-garbage-dump/-0,2009
63,/reviews/albums/13658-greatest-hits/-0,2009
64,/reviews/albums/18344-helen-marnie-crystal-world/-0,2013
65,/reviews/albums/16964-the-seer/-0,2012
66,/reviews/albums/21949-ere-gobez/-0,2016
67,/reviews/albums/10977-level-live-wires/-0,2007
68,/reviews/albums/venetian-snares-daniel-lanois-venetian-snares-x-daniel-lanois/-0,2018
69,/reviews/albums/sudan-archives-athena/-0,2019
70,/reviews/albums/19427-the-fresh-onlys-house-of-spirits/-0,2014
71,/reviews/albums/10148-the-shaky-hands/-0,2007
72,/reviews/albums/8331-faith-in-the-future/-0,2001
73,/reviews/albums/14170-a-balloon-called-moaning/-0,2010
74,/reviews/albums/2431-lost-sides/-0,2004
75,/reviews/albums/4601-may-23rd-2007/-0,2005
76,/reviews/albums/4006-how-to-prosper-in-the-coming-bad-years/-0,2004
77,/reviews/albums/18227-slum-village-evolution/-0,2013
78,/reviews/albums/kim-gordon-no-home-record/-0,2019
79,/reviews/albums/18057-kylesa-ultraviolet/-0,2013
80,/reviews/albums/chief-keef-dedication/-0,2017
81,/reviews/albums/mitski-be-the-cowboy/-0,2018
82,/reviews/albums/6581-the-fire-in-our-throats-will-beckon-the-thaw/-0,2005
83,/reviews/albums/2989-delirivm-cordia/-0,2004
84,/reviews/albums/4158-gods-and-monsters/-0,2005
85,/reviews/albums/rostam-changephobia/-0,2021
86,/reviews/albums/sun-ra-sun-ra-plays-gershwin/-0,2017
87,/reviews/albums/2535-slaves-graves-and-ballads/-0,2004
88,/reviews/albums/19968-run-the-jewels-run-the-jewels-2/-0,2014
89,/reviews/albums/20149-joey/-0,2015
90,/reviews/albums/16857-liquid-swords-chess-box-deluxe-edition/-0,1995
91,/reviews/albums/16857-liquid-swords-chess-box-deluxe-edition/-0,2012
92,/reviews/albums/16793-music-for-the-quiet-hour-the-drawbar-eps/-0,2012
93,/reviews/albums/16793-music-for-the-quiet-hour-the-drawbar-eps/-1,2012
94,/reviews/albums/17954-chk-chk-chk-thriller/-0,2013
95,/reviews/albums/6692-out-of-the-races-and-onto-the-tracks-ep/-0,2001
96,/reviews/albums/3390-return-the-gift/-0,2005
97,/reviews/albums/lapalux-ruinism/-0,2017
98,/reviews/albums/18483-fort-romeau-stay-true-ep/-0,2013
99,/reviews/albums/1337-pocket-symphonies-for-lonesome-subway-cars/-0,2001
100,/reviews/albums/12292-lost-wisdom/-0,2008
101,/reviews/albums/4002-1-2-3/-0,2006
102,/reviews/albums/14597-surfing-the-void/-0,2010
103,/reviews/albums/9570-micah-p-hinson-and-the-opera-circuit/-0,2006
104,/reviews/albums/18941-marissa-nadler-july/-0,2014
105,/reviews/albums/rosie-lowe-yu/-0,2019
106,/reviews/albums/2362-river-walk-riots/-0,2002
107,/reviews/albums/13993-the-big-to-do/-0,2010
108,/reviews/albums/maya-hawke-blush/-0,2020
109,/reviews/albums/14379-go-common-classics/-0,2010
110,/reviews/albums/kipp-stone-faygo-baby-ep/-0,2021
111,/reviews/albums/20337-trap-genius/-0,2015
112,/reviews/albums/14950-red-barked-tree/-0,2010
113,/reviews/albums/182-worlds-apart/-0,2005
114,/reviews/albums/22054-different-class/-0,1995
115,/reviews/albums/2917-the-evens/-0,2005
116,/reviews/albums/14884-its-what-im-thinking-part-one-photographing-snowflakes/-0,2010
117,/reviews/albums/21108-garden-of-delete/-0,2015
118,/reviews/albums/10915-collected-works/-0,2007
119,/reviews/albums/james-mcmurtry-the-horses-and-the-hounds/-0,2021
120,/reviews/albums/13054-ice-capped-at-both-ends/-0,2009
121,/reviews/albums/2189-curling-pond-woods/-0,2004
122,/reviews/albums/19030-hands-the-soul-is-quick/-0,2014
123,/reviews/albums/17788-the-strokes-comedown-machine/-0,2013
124,/reviews/albums/9715-sing-the-greys/-0,2006
125,/reviews/albums/19683-foxes-in-fiction-ontario-gothic/-0,2014
126,/reviews/albums/12814-heavy-ghost/-0,2009
127,/reviews/albums/13558-broken/-0,2009
128,/reviews/albums/13051-wild-and-inside/-0,2009
129,/reviews/albums/19450-sam-smith-in-the-lonely-hour/-0,2014
130,/reviews/albums/16502-europe/-0,2012
131,/reviews/albums/10512-space-ritual-collectors-edition/-0,1973
132,/reviews/albums/10512-space-ritual-collectors-edition/-0,2007
133,/reviews/albums/21888-spiritual-songs-for-lovers-to-sing/-0,2016
134,/reviews/albums/17472-silent-congas/-0,2012
135,/reviews/albums/6968-cmon-lets-pretend/-0,1999
136,/reviews/albums/6968-cmon-lets-pretend/-0,2003
137,/reviews/albums/10398-sirens-of-the-ditch/-0,2007
138,/reviews/albums/9130-fast-man-raider-man/-0,2006
139,/reviews/albums/151-triste/-0,2003
140,/reviews/albums/22747-helices-ep/-0,2017
141,/reviews/albums/6614-the-sword-of-god/-0,2001
142,/reviews/albums/209-tragic-epilogue/-0,2000
143,/reviews/albums/7376-behind-the-music/-0,2002
144,/reviews/albums/11758-concentration-facehomeboy/-0,2005
145,/reviews/albums/9140-blood-sweat-towers/-0,2006
146,/reviews/albums/17781-low-the-invisible-way/-0,2013
147,/reviews/albums/21344-black-market/-0,2015
148,/reviews/albums/18318-honey-ltd-the-complete-lhi-recordings/-0,2013
149,/reviews/albums/sneaks-highway-hypnosis/-0,2019
150,/reviews/albums/16820-the-thought-adjusters/-0,2012
151,/reviews/albums/2569-this-is-riphop/-0,2004
152,/reviews/albums/19999-royksopp-the-inevitable-end/-0,2014
153,/reviews/albums/22088-black-bubblegum/-0,2016
154,/reviews/albums/12215-fingerpointing/-0,2008
155,/reviews/albums/20401-cool-it/-0,2015
156,/reviews/albums/11492-supreme-balloon/-0,2008
157,/reviews/albums/10315-si-para-usted-the-funky-beats-of-revolutionary-cuba-volume-one/-0,2007
158,/reviews/albums/ducks-unlimited-get-bleak-ep/-0,2019
159,/reviews/albums/22174-songs-in-the-key-of-life/-0,1976
160,/reviews/albums/23042-the-awakening/-0,1970
161,/reviews/albums/23042-the-awakening/-0,2017
162,/reviews/albums/5920-city-lights-volume-15/-0,2005
163,/reviews/albums/ipek-gorgun-ecce-homo/-0,2018
164,/reviews/albums/12824-fabric-45/-0,2009
165,/reviews/albums/9629-robot/-0,2006
166,/reviews/albums/roky-erickson-never-say-goodbye/-0,1999
167,/reviews/albums/10399-at-my-age/-0,2007
168,/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-0,1972
169,/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-0,2009
170,/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-1,1972
171,/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-1,2009
172,/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-2,1975
173,/reviews/albums/12927-lets-stay-together-im-still-in-love-with-you-greatest-hits/-2,2009
174,/reviews/albums/nine-inch-nails-ghosts-v-together-ghosts-vi-locusts/-0,2020
175,/reviews/albums/nine-inch-nails-ghosts-v-together-ghosts-vi-locusts/-1,2020
176,/reviews/albums/13099-clean-hands-go-foul/-0,2009
177,/reviews/albums/sd-brian-fresco-muddbruddas/-0,2020
178,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-0,2021
179,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-1,1993
180,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-2,1993
181,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-3,1995
182,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-4,1997
183,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-5,1999
184,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-6,2021
185,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-7,2021
186,/reviews/albums/david-bowie-david-bowie-5-brilliant-adventure-1992-2001/-8,2021
187,/reviews/albums/22717-forever/-0,2017
188,/reviews/albums/22923-in-between/-0,2017
189,/reviews/albums/13576-wolfgang-amadeus-phoenix-remix-collection/-0,2009
190,/reviews/albums/belle-and-sebastian-days-of-the-bagnold-summer-original-motion-picture-soundtrack/-0,2019
191,/reviews/albums/139-pelo/-0,2000
192,/reviews/albums/14295-deathbed-4-ep/-0,2010
193,/reviews/albums/cookiee-kawaii-vanice/-0,2021
194,/reviews/albums/nothing-the-great-dismal/-0,2020
195,/reviews/albums/grateful-dead-workingmans-dead-the-angels-share/-0,2020
196,/reviews/albums/grateful-dead-workingmans-dead-the-angels-share/-1,2020
197,/reviews/albums/mudhoney-digital-garbage/-0,2018
198,/reviews/albums/13034-relapse/-0,2009
199,/reviews/albums/9669-love/-0,2006
200,/reviews/albums/19293-prins-thomas-prins-thomas-iii/-0,2014
201,/reviews/albums/7986-the-no-music/-0,2002
202,/reviews/albums/13885-the-courage-of-others/-0,2010
203,/reviews/albums/4610-music-to-fall-asleep/-0,2006
204,/reviews/albums/15110-buy-the-ticket-take-the-ride/-0,2010
205,/reviews/albums/4678-here-comes-that-weird-chill/-0,2003
206,/reviews/albums/chynna-in-case-i-die-first/-0,2019
207,/reviews/albums/mach-hommy-bulletproof-luh/-0,2018
208,/reviews/albums/tegan-and-sara-the-con-x-covers/-0,2017
209,/reviews/albums/8359-edit-music-for-a-film-original-motion-picture-soundtrack-reconstruction/-0,2005
210,/reviews/albums/2657-all-harm-ends-here/-0,2005
211,/reviews/albums/8758-secondary-protocol/-0,2003
212,/reviews/albums/522-the-empire-strikes-first/-0,2004
213,/reviews/albums/467-i-am-a-bird-now/-0,2005
214,/reviews/albums/20061-furtherdeeper/-0,2015
215,/reviews/albums/7538-room-on-fire/-0,2003
216,/reviews/albums/15659-love-has-made-me-stronger/-0,2011
217,/reviews/albums/8681-the-wilco-book/-0,2004
218,/reviews/albums/16112-lioness-hidden-treasures/-0,2011
219,/reviews/albums/12128-woodpecker-ost/-0,2008
220,/reviews/albums/11555-laulu-laakson-kukista/-0,2008
221,/reviews/albums/20033-she-him-classics/-0,2014
222,/reviews/albums/9053-to-find-me-gone/-0,2006
223,/reviews/albums/1240-deceleration-one/-0,2002
224,/reviews/albums/10953-the-joshua-tree-deluxe-edition/-0,2007
225,/reviews/albums/susanna-go-dig-my-grave/-0,2018
226,/reviews/albums/12809-aspera/-0,2009
227,/reviews/albums/17715-cabinet-of-curiosities/-0,2013
228,/reviews/albums/14865-worth-the-weight-bristol-dubstep-classics/-0,2010
229,/reviews/albums/9032-sexteen/-0,2006
230,/reviews/albums/surf-curse-heaven-surrounds-you/-0,2019
231,/reviews/albums/11538-diamond-hoo-ha/-0,2008
232,/reviews/albums/19930-dj-quik-the-midnight-life/-0,2014
233,/reviews/albums/fennesz-agora/-0,2019
234,/reviews/albums/5886-three-piece-suite/-0,2003
235,/reviews/albums/12816-beasts-of-seasons/-0,2009
236,/reviews/albums/sun-kil-moon-i-also-want-to-die-in-new-orleans/-0,2019
237,/reviews/albums/23209-in-on-the-kill-taker/-0,1993
238,/reviews/albums/11605-take-refuge-in-clean-living/-0,2008
239,/reviews/albums/3447-make-it-pop/-0,2002
240,/reviews/albums/10461-wires-reply/-0,2007
241,/reviews/albums/9788-still-point-of-turning/-0,2006
242,/reviews/albums/13459-crayon-angel-a-tribute-to-the-music-of-judee-sill/-0,2009
243,/reviews/albums/royce-59-the-allegory/-0,2020
244,/reviews/albums/3718-put-your-gloves-on-and-wave/-0,2001
245,/reviews/albums/18616-black-devil-disco-club-black-moon-white-sun/-0,2013
246,/reviews/albums/y-la-bamba-mujeres/-0,2019
247,/reviews/albums/5679-the-tourniquet/-0,2006
248,/reviews/albums/19624-music-blues-things-havent-gone-well/-0,2014
249,/reviews/albums/gaye-su-akyol-istikrarli-hayal-hakikattir/-0,2018
250,/reviews/albums/18512-frankie-rose-herein-wild/-0,2013
251,/reviews/albums/20205-dance-mania-ghetto-madness/-0,2015
252,/reviews/albums/21043-fetty-wap/-0,2015
253,/reviews/albums/2641-wind-up-canary/-0,2006
254,/reviews/albums/17756-fol-chen-the-false-alarms/-0,2013
255,/reviews/albums/13643-unexpected-guests/-0,2009
256,/reviews/albums/1156-brazilian-girls/-0,2005
257,/reviews/albums/21591-epic-jammers-and-fortunate-little-ditties/-0,2016
258,/reviews/albums/12258-prehistoricisms/-0,2008
259,/reviews/albums/9250-surrounded/-0,2006
260,/reviews/albums/14977-by-the-hedge/-0,2011
261,/reviews/albums/17172-cokefloat/-0,2012
262,/reviews/albums/12693-u/-0,2008
263,/reviews/albums/maximum-joy-i-cant-stand-it-here-on-quiet-nights-singles-1981-82/-0,2017
264,/reviews/albums/15349-swanlights-ep/-0,2011
265,/reviews/albums/3203-in-the-wire-ep/-0,2001
266,/reviews/albums/various-artists-rocketman-music-from-the-motion-picture/-0,2019
267,/reviews/albums/horse-jumper-of-love-so-divine/-0,2019
268,/reviews/albums/17512-oak-island/-0,2013
269,/reviews/albums/6449-one-word-extinguisher/-0,2003
270,/reviews/albums/tom-misch-yussef-dayes-what-kinda-music/-0,2020
271,/reviews/albums/12053-daniel-variations/-0,2008
272,/reviews/albums/11341-vainajan-muotokuva/-0,2007
273,/reviews/albums/django-django-glowing-in-the-dark/-0,2021
274,/reviews/albums/1520-come-here-when-you-sleepwalk/-0,2003
275,/reviews/albums/1713-39-minutes-of-bliss-in-an-otherwise-meaningless-world/-0,2003
276,/reviews/albums/16956-melodica/-0,1994
277,/reviews/albums/16956-melodica/-0,2012
278,/reviews/albums/14730-holkham-drones/-0,2010
279,/reviews/albums/9905-dressed-up-for-the-letdown/-0,2007
280,/reviews/albums/8236-too-crazy-cowboys/-0,1984
281,/reviews/albums/8236-too-crazy-cowboys/-0,2003
282,/reviews/albums/12842-the-hazards-of-love/-0,2009
283,/reviews/albums/beach-house-b-sides-and-rarities/-0,2017
284,/reviews/albums/19206-sage-the-gemini-remember-me/-0,2014
285,/reviews/albums/14400-bonjour/-0,2009
286,/reviews/albums/13450-eskimo-snow/-0,2009
287,/reviews/albums/21381-the-sound-of-durban-vol-1/-0,2016
288,/reviews/albums/2003-the-third-unheard-connecticut-hip-hop-1979-1983/-0,2004
289,/reviews/albums/15000-the-king-is-dead/-0,2011
290,/reviews/albums/3909-quit-or-fight/-0,2005
291,/reviews/albums/gucci-mane-so-icy-summer/-0,2020
292,/reviews/albums/20794-white-reaper-does-it-again/-0,2015
293,/reviews/albums/12371-uproot/-0,2008
294,/reviews/albums/12323-receivers/-0,2008
295,/reviews/albums/alexis-taylor-beautiful-thing/-0,2018
296,/reviews/albums/18222-amon-amarth-deceiver-of-the-gods/-0,2013
297,/reviews/albums/10252-plague-park/-0,2007
298,/reviews/albums/9810-friend-opportunity/-0,2007
299,/reviews/albums/the-voidz-virtue/-0,2018
300,/reviews/albums/23031-concrete-desert/-0,2017
301,/reviews/albums/19112-shit-robot-we-got-a-love/-0,2014
302,/reviews/albums/21129-blurse/-0,2015
303,/reviews/albums/17857-st-2-lettaz-the-g-the-growth-development/-0,2013
304,/reviews/albums/19386-sturgill-simpson-metamodern-sounds-in-country-music/-0,2014
305,/reviews/albums/tim-heidecker-too-dumb-for-suicide-tim-heideckers-trump-songs/-0,2017
306,/reviews/albums/10028-now-its-time/-0,2007
307,/reviews/albums/8412-absolutely-nothing/-0,2002
308,/reviews/albums/1185-pink/-0,2005
309,/reviews/albums/1185-pink/-0,2006
310,/reviews/albums/czarface-mf-doom-czarface-meets-metal-face/-0,2018
311,/reviews/albums/7826-young-dangerous-heart/-0,2005
312,/reviews/albums/16057-together/-0,2011
313,/reviews/albums/7730-leave-your-name/-0,2003
314,/reviews/albums/jonny-greenwood-you-were-never-really-here-original-motion-picture-soundtrack/-0,2018
315,/reviews/albums/9768-friend-and-foe/-0,2007
316,/reviews/albums/2820-at-crystal-palace/-0,2003
317,/reviews/albums/11789-g2-44-x2/-0,2002
318,/reviews/albums/screaming-females-singles-too/-0,2019
319,/reviews/albums/aleksi-perala-sunshine-3/-0,2019
320,/reviews/albums/15833-souta-mulle/-0,2011
321,/reviews/albums/17643-johnny-marr-the-messenger/-0,2013
322,/reviews/albums/16603-off/-0,2012
323,/reviews/albums/david-lynch-angelo-badalamenti-thought-gang/-0,2018
324,/reviews/albums/muzz-muzz/-0,2020
325,/reviews/albums/11420-arms-way/-0,2008
326,/reviews/albums/12180-death-magnetic/-0,2008
327,/reviews/albums/22296-vince-staples-prima-donna/-0,2016
328,/reviews/albums/12807-static-tensions/-0,2009
329,/reviews/albums/18207--ziq-chewed-corners/-0,2013
330,/reviews/albums/14288-disintegration-deluxe-edition/-0,2010
331,/reviews/albums/rp-boo-established/-0,2021
332,/reviews/albums/12857-gracewastelands/-0,2009
333,/reviews/albums/10827-hourglass/-0,2007
334,/reviews/albums/pale-waves-who-am-i/-0,2021
335,/reviews/albums/11262-alles-wieder-offen/-0,2007
336,/reviews/albums/more-eaze-seth-graham-the-heart-pumps-kool-aid/-0,2021
337,/reviews/albums/15487-outbreeding/-0,2011
338,/reviews/albums/20231-carter-tutti-plays-chris-cosey/-0,2015
339,/reviews/albums/13961-introducing/-0,2009
340,/reviews/albums/margaux-more-brilliant-is-the-hand-that-throws-the-coin/-0,2019
341,/reviews/albums/1340-the-cassettes/-0,2002
342,/reviews/albums/155-through-the-90s-singles-and-unreleased/-0,2001
343,/reviews/albums/17631-privilege/-0,2013
344,/reviews/albums/786-splay/-0,2002
345,/reviews/albums/ana-da-silva-phew-island/-0,2018
346,/reviews/albums/15831-visits/-0,2011
347,/reviews/albums/15586-living-2009-present/-0,2011
348,/reviews/albums/3102-holiday-diary/-0,2003
349,/reviews/albums/daniele-luppi-parquet-courts-milano/-0,2017
350,/reviews/albums/19669-pissed-jeans-shallow/-0,2005
351,/reviews/albums/19669-pissed-jeans-shallow/-0,2014
352,/reviews/albums/20685-katie-dey-asdfasdf/-0,2015
353,/reviews/albums/5841-dying-in-stereo/-0,2003
354,/reviews/albums/horsey-debonair/-0,2021
355,/reviews/albums/23199-collin-strange-how-i-creep/-0,2017
356,/reviews/albums/15143-discontinued-perfume/-0,2011
357,/reviews/albums/the-dream-lovehate/-0,2007
358,/reviews/albums/22597-via-app-sixth-stitch/-0,2016
359,/reviews/albums/18294-the-love-language-ruby-red/-0,2013
360,/reviews/albums/12551-fabric-43/-0,2008
361,/reviews/albums/1332-american-iii-solitary-man/-0,2000
362,/reviews/albums/10486-hey-trouble/-0,2007
363,/reviews/albums/10172-vision-swim/-0,2007
364,/reviews/albums/14978-outside/-0,2011
365,/reviews/albums/20692-the-heart-is-a-monster/-0,2015
366,/reviews/albums/2599-husk/-0,2005
367,/reviews/albums/20072-collected-1/-0,2015
368,/reviews/albums/6628-power/-0,2004
369,/reviews/albums/11009-the-captains-table/-0,2008
370,/reviews/albums/16156-common-the-dreamerthe-believer/-0,2011
371,/reviews/albums/15943-norman-ost/-0,2011
372,/reviews/albums/teyana-taylor-ktse/-0,2018
373,/reviews/albums/2020-kompakt-100/-0,2004
374,/reviews/albums/8985-snapshot-ep/-0,2006
375,/reviews/albums/3652-golden-black/-0,2005
376,/reviews/albums/21967-the-digging-remedy/-0,2016
377,/reviews/albums/12579-silent-city/-0,2008
378,/reviews/albums/3835-around-the-house/-0,1998
379,/reviews/albums/3835-around-the-house/-0,2002
380,/reviews/albums/3771-de9-transitions/-0,2005
381,/reviews/albums/20498-your-good-fortune-ep/-0,2015
382,/reviews/albums/water-from-your-eyes-structure/-0,2021
383,/reviews/albums/20170-the-king-of-anxiety-ep/-0,2015
384,/reviews/albums/23141-miracle-steps-music-from-the-fourth-world-1983-2017/-0,2017
385,/reviews/albums/649-the-palace-at-4am-part-i/-0,2002
386,/reviews/albums/marika-hackman-any-human-friend/-0,2019
387,/reviews/albums/21269-love-is-a-hurtin-thing/-0,2015
388,/reviews/albums/romeo-santos-utopia/-0,2019
389,/reviews/albums/21928-august-26th/-0,2016
390,/reviews/albums/5666-rip-through-the-hawk-black-night/-0,2005
391,/reviews/albums/lil-peep-come-over-when-youre-sober-pt-2/-0,2018
392,/reviews/albums/11094-the-cake-sale/-0,2007
393,/reviews/albums/11010-run-from-safety/-0,2008
394,/reviews/albums/43-jacksonville-city-nights/-0,2005
395,/reviews/albums/608-to-the-5-boroughs/-0,2004
396,/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-0,1967
397,/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-0,2013
398,/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-1,1967
399,/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-1,2013
400,/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-2,1968
401,/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-2,2013
402,/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-3,1969
403,/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-3,2013
404,/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-4,1969
405,/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-4,2013
406,/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-5,1970
407,/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/-5,2013
408,/reviews/albums/13018-eats-darkness/-0,2009
409,/reviews/albums/9577-songbird/-0,2006
410,/reviews/albums/22602-telling-it-like-it-is/-0,2016
411,/reviews/albums/20959-automaginary/-0,2015
412,/reviews/albums/13879-romance-is-boring/-0,2010
413,/reviews/albums/hayley-williams-flowers-for-vases-descansos/-0,2021
414,/reviews/albums/1565-electric-circus/-0,2002
415,/reviews/albums/22159-the-philips-years/-0,1964
416,/reviews/albums/22159-the-philips-years/-0,2016
417,/reviews/albums/22159-the-philips-years/-1,1964
418,/reviews/albums/22159-the-philips-years/-1,2016
419,/reviews/albums/22159-the-philips-years/-2,1965
420,/reviews/albums/22159-the-philips-years/-2,2016
421,/reviews/albums/22159-the-philips-years/-3,1965
422,/reviews/albums/22159-the-philips-years/-3,2016
423,/reviews/albums/22159-the-philips-years/-4,1965
424,/reviews/albums/22159-the-philips-years/-4,2016
425,/reviews/albums/22159-the-philips-years/-5,1966
426,/reviews/albums/22159-the-philips-years/-5,2016
427,/reviews/albums/22159-the-philips-years/-6,1967
428,/reviews/albums/22159-the-philips-years/-6,2016
429,/reviews/albums/14543-the-cradle/-0,2010
430,/reviews/albums/12823-elvis-perkins-in-dearland/-0,2009
431,/reviews/albums/7027-zoomer/-0,2002
432,/reviews/albums/6624-invisible-airline/-0,2001
433,/reviews/albums/19824-drexciya-transllusion-neptunes-lairthe-opening-of-the-cerebral-gate/-0,1999
434,/reviews/albums/19824-drexciya-transllusion-neptunes-lairthe-opening-of-the-cerebral-gate/-0,2014
435,/reviews/albums/19824-drexciya-transllusion-neptunes-lairthe-opening-of-the-cerebral-gate/-1,2001
436,/reviews/albums/19824-drexciya-transllusion-neptunes-lairthe-opening-of-the-cerebral-gate/-1,2014
437,/reviews/albums/baauer-planets-mad/-0,2020
438,/reviews/albums/7157-italian-platinum/-0,2002
439,/reviews/albums/16532-bright-eyes-fevers-mirrors-there-is-no-beginning-to-the-story-ep/-0,2012
440,/reviews/albums/16532-bright-eyes-fevers-mirrors-there-is-no-beginning-to-the-story-ep/-1,2002
441,/reviews/albums/16532-bright-eyes-fevers-mirrors-there-is-no-beginning-to-the-story-ep/-1,2012
442,/reviews/albums/19582-bear-in-heaven-time-is-over-one-day-old/-0,2014
443,/reviews/albums/19182-slint-spiderland-remastered-box-set/-0,1991
444,/reviews/albums/19182-slint-spiderland-remastered-box-set/-0,2014
445,/reviews/albums/alessandro-cortini-scuro-chiaro/-0,2021
